1725240377.345822,0.000000,0.714490,-0.783719,0.270250,0.016106,
1725240377.351416,0.000000,0.714483,-0.783715,0.270247,0.016088,
1725240377.356940,0.000000,0.714491,-0.783701,0.270249,0.016095,
1725240377.362496,0.000000,0.714490,-0.783698,0.270244,0.016118,
1725240377.368045,0.000000,0.714498,-0.783705,0.270240,0.016069,
1725240377.373599,0.000000,0.714495,-0.783695,0.270243,0.016106,
1725240377.379158,0.000000,0.714505,-0.783690,0.270238,0.016097,
1725240377.384763,0.000000,0.714495,-0.783699,0.270244,0.016100,
1725240377.390316,0.000000,0.714497,-0.783692,0.270242,0.016091,
1725240377.395872,0.000000,0.714488,-0.783701,0.270255,0.016113,
1725240377.401419,0.000000,0.714490,-0.783724,0.270244,0.016069,
1725240377.406976,0.000000,0.714493,-0.783716,0.270247,0.016061,
1725240377.412535,0.000000,0.714502,-0.783706,0.270245,0.016053,
1725240377.418090,0.000000,0.714489,-0.783694,0.270251,0.016103,
1725240377.423643,0.000000,0.714491,-0.783701,0.270248,0.016132,
1725240377.429203,0.000000,0.714497,-0.783710,0.270245,0.016058,
1725240377.434751,0.000000,0.714504,-0.783706,0.270238,0.016063,
1725240377.440310,0.000000,0.714487,-0.783703,0.270249,0.016096,
1725240377.445871,0.000000,0.714490,-0.783701,0.270252,0.016072,
1725240377.451419,0.000000,0.714493,-0.783700,0.270244,0.016079,
1725240377.456976,0.000000,0.714494,-0.783709,0.270250,0.016083,
1725240377.462536,0.000000,0.714499,-0.783708,0.270249,0.016067,
1725240377.468090,0.000000,0.714497,-0.783713,0.270239,0.016096,
1725240377.473649,0.000000,0.714489,-0.783714,0.270242,0.016084,
1725240377.479201,0.000000,0.714492,-0.783712,0.270244,0.016111,
1725240377.484760,0.000000,0.714490,-0.783707,0.270237,0.016097,
1725240377.490318,0.000000,0.714495,-0.783699,0.270243,0.016059,
1725240377.495872,0.000000,0.714488,-0.783715,0.270242,0.016118,
1725240377.501419,0.000000,0.714493,-0.783700,0.270242,0.016097,
1725240377.506984,0.000000,0.714496,-0.783701,0.270241,0.016130,
1725240377.512540,0.000000,0.714483,-0.783728,0.270249,0.016055,
1725240377.518096,0.000000,0.714483,-0.783714,0.270247,0.016074,
1725240377.523644,0.000000,0.714487,-0.783705,0.270239,0.016127,
1725240377.529203,0.000000,0.714501,-0.783699,0.270236,0.016078,
1725240377.534762,0.000000,0.714486,-0.783710,0.270252,0.016102,
1725240377.540319,0.000000,0.714494,-0.783713,0.270255,0.016084,
1725240377.545874,0.000000,0.714496,-0.783710,0.270236,0.016100,
1725240377.551428,0.000000,0.714488,-0.783693,0.270248,0.016123,
1725240377.556992,0.000000,0.714492,-0.783705,0.270239,0.016075,
1725240377.562526,0.000000,0.714486,-0.783717,0.270242,0.016074,
1725240377.568093,0.000000,0.714477,-0.783703,0.270250,0.016113,
1725240377.573655,0.000000,0.714495,-0.783714,0.270241,0.016052,
1725240377.579209,0.000000,0.714495,-0.783705,0.270247,0.016107,
1725240377.584764,0.000000,0.714489,-0.783699,0.270240,0.016106,
1725240377.590319,0.000000,0.714486,-0.783705,0.270248,0.016101,
1725240377.595870,0.000000,0.714499,-0.783702,0.270241,0.016078,
1725240377.601454,0.000000,0.714485,-0.783719,0.270248,0.016078,
1725240377.606978,0.000000,0.714499,-0.783688,0.270237,0.016099,
1725240377.612522,0.000000,0.714499,-0.783696,0.270240,0.016093,
1725240377.618090,0.000000,0.714486,-0.783706,0.270249,0.016118,
1725240377.623647,0.000000,0.714481,-0.783718,0.270249,0.016109,
1725240377.629204,0.000000,0.714493,-0.783701,0.270245,0.016110,
1725240377.634759,0.000000,0.714494,-0.783721,0.270237,0.016099,
1725240377.640312,0.000000,0.714488,-0.783712,0.270240,0.016140,
1725240377.645869,0.000000,0.714491,-0.783716,0.270243,0.016113,
1725240377.651428,0.000000,0.714480,-0.783727,0.270252,0.016075,
1725240377.656978,0.000000,0.714499,-0.783702,0.270245,0.016088,
1725240377.662532,0.000000,0.714496,-0.783698,0.270236,0.016078,
1725240377.668373,0.000000,0.714502,-0.783701,0.270239,0.016118,
1725240377.673638,0.000000,0.714489,-0.783705,0.270240,0.016133,
1725240377.679394,0.000000,0.714500,-0.783690,0.270236,0.016074,
1725240377.685096,0.000000,0.714486,-0.783711,0.270246,0.016101,
1725240377.690377,0.000000,0.714489,-0.783709,0.270244,0.016113,
1725240377.696157,0.000000,0.714493,-0.783705,0.270241,0.016113,
1725240377.701403,0.000000,0.714487,-0.783692,0.270246,0.016106,
1725240377.706970,0.000000,0.714497,-0.783700,0.270242,0.016067,
1725240377.712534,0.000000,0.714496,-0.783703,0.270239,0.016120,
1725240377.718088,0.000000,0.714485,-0.783715,0.270246,0.016080,
1725240377.723643,0.000000,0.714492,-0.783713,0.270241,0.016072,
1725240377.729198,0.000000,0.714496,-0.783693,0.270242,0.016124,
1725240377.734999,0.000000,0.714484,-0.783717,0.270246,0.016100,
1725240377.740314,0.000000,0.714499,-0.783688,0.270236,0.016095,
1725240377.745867,0.000000,0.714492,-0.783708,0.270236,0.016125,
1725240377.751413,0.000000,0.714487,-0.783716,0.270250,0.016069,
1725240377.756977,0.000000,0.714499,-0.783692,0.270246,0.016108,
1725240377.762550,0.000000,0.714490,-0.783709,0.270244,0.016066,
1725240377.768080,0.000000,0.714488,-0.783700,0.270249,0.016142,
1725240377.773628,0.000000,0.714498,-0.783699,0.270232,0.016115,
1725240377.779201,0.000000,0.714500,-0.783704,0.270234,0.016065,
1725240377.784756,0.000000,0.714499,-0.783708,0.270237,0.016093,
1725240377.790314,0.000000,0.714498,-0.783700,0.270233,0.016103,
1725240377.795868,0.000000,0.714501,-0.783700,0.270237,0.016084,
1725240377.801411,0.000000,0.714489,-0.783698,0.270250,0.016111,
1725240377.806969,0.000000,0.714477,-0.783720,0.270249,0.016110,
1725240377.812528,0.000000,0.714483,-0.783715,0.270254,0.016115,
1725240377.818090,0.000000,0.714494,-0.783692,0.270245,0.016134,
1725240377.823673,0.000000,0.714506,-0.783695,0.270235,0.016104,
1725240377.829206,0.000000,0.714491,-0.783691,0.270244,0.016124,
1725240377.834783,0.000000,0.714492,-0.783692,0.270243,0.016138,
1725240377.840314,0.000000,0.714478,-0.783700,0.270243,0.016139,
1725240377.845872,0.000000,0.714489,-0.783709,0.270250,0.016066,
1725240377.851421,0.000000,0.714483,-0.783713,0.270247,0.016093,
1725240377.856981,0.000000,0.714483,-0.783705,0.270249,0.016108,
1725240377.862529,0.000000,0.714493,-0.783713,0.270241,0.016053,
1725240377.868093,0.000000,0.714484,-0.783716,0.270243,0.016092,
1725240377.873630,0.000000,0.714488,-0.783695,0.270243,0.016148,
1725240377.879205,0.000000,0.714489,-0.783695,0.270243,0.016125,
1725240377.884750,0.000000,0.714494,-0.783702,0.270241,0.016055,
1725240377.890296,0.000000,0.714493,-0.783707,0.270242,0.016125,
1725240377.895873,0.000000,0.714493,-0.783699,0.270240,0.016065,
1725240377.901420,0.000000,0.714499,-0.783697,0.270240,0.016126,
1725240377.906970,0.000000,0.714495,-0.783706,0.270239,0.016060,
1725240377.912520,0.000000,0.714487,-0.783699,0.270243,0.016127,
1725240377.918064,0.000000,0.714497,-0.783687,0.270241,0.016114,
1725240377.923637,0.000000,0.714485,-0.783702,0.270255,0.016101,
